iid,id,gender,wave,round,order,position,partner,pid,dec,dec_o,match,attr,sinc,intel,fun,amb,shar,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like,prob,like_o,prob_o,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,age,age_o,race,race_o,samerace,field_cd,career_c,income,int_corr,exphappy,expnum,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga
57,2.0,0,3,10,2,4,2,67.0,0,0,0,8.0,8.0,8.0,7.0,8.0,1.0,5.0,10.0,7.0,5.0,4.0,1.0,5.0,5.0,5.0,1.0,10.0,20.0,20.0,20.0,15.0,15.0,10.0,20.0,20.0,20.0,20.0,10.0,6.0,10.0,9.0,10.0,10.0,,,,,,,22.0,22.0,2.0,6.0,0,11.0,9.0,,-0.01,9.0,12.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
57,2.0,0,3,10,7,4,3,68.0,0,0,0,7.0,6.0,9.0,7.0,7.0,7.0,5.0,6.0,6.0,5.0,5.0,4.0,8.0,7.0,4.0,0.0,10.0,20.0,20.0,20.0,15.0,15.0,10.0,20.0,20.0,20.0,20.0,10.0,6.0,10.0,9.0,10.0,10.0,,,,,,,22.0,27.0,2.0,1.0,0,11.0,9.0,,0.68,9.0,12.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
57,2.0,0,3,10,8,4,4,69.0,0,0,0,9.0,8.0,7.0,8.0,9.0,9.0,4.0,7.0,7.0,5.0,5.0,,9.0,7.0,4.0,2.0,10.0,20.0,20.0,20.0,15.0,15.0,10.0,20.0,20.0,20.0,20.0,10.0,6.0,10.0,9.0,10.0,10.0,,,,,,,22.0,28.0,2.0,2.0,1,11.0,9.0,,-0.31,9.0,12.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
57,2.0,0,3,10,3,4,5,70.0,1,0,0,8.0,10.0,10.0,10.0,10.0,10.0,5.0,8.0,7.0,5.0,5.0,4.0,10.0,8.0,7.0,2.0,10.0,20.0,20.0,20.0,15.0,15.0,10.0,20.0,20.0,20.0,20.0,10.0,6.0,10.0,9.0,10.0,10.0,,,,,,,22.0,26.0,2.0,2.0,1,11.0,9.0,,0.02,9.0,12.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
57,2.0,0,3,10,1,4,6,71.0,1,1,1,10.0,9.0,9.0,8.0,8.0,7.0,6.0,9.0,8.0,6.0,8.0,6.0,8.0,7.0,9.0,3.0,10.0,20.0,20.0,20.0,15.0,15.0,10.0,20.0,20.0,20.0,20.0,10.0,6.0,10.0,9.0,10.0,10.0,,,,,,,22.0,21.0,2.0,2.0,1,11.0,9.0,,-0.34,9.0,12.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
57,2.0,0,3,10,10,4,7,72.0,1,0,0,10.0,10.0,10.0,10.0,9.0,9.0,5.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,10.0,20.0,20.0,20.0,15.0,15.0,10.0,20.0,20.0,20.0,20.0,10.0,6.0,10.0,9.0,10.0,10.0,,,,,,,22.0,22.0,2.0,2.0,1,11.0,9.0,,0.44,9.0,12.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
57,2.0,0,3,10,4,4,8,73.0,1,0,0,10.0,10.0,10.0,10.0,10.0,9.0,6.0,8.0,6.0,6.0,6.0,5.0,8.0,7.0,5.0,6.0,10.0,20.0,20.0,20.0,15.0,15.0,10.0,20.0,20.0,20.0,20.0,10.0,6.0,10.0,9.0,10.0,10.0,,,,,,,22.0,22.0,2.0,2.0,1,11.0,9.0,,-0.58,9.0,12.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
57,2.0,0,3,10,9,4,9,74.0,0,0,0,8.0,9.0,10.0,10.0,9.0,10.0,7.0,6.0,6.0,8.0,6.0,5.0,9.0,8.0,5.0,2.0,10.0,20.0,20.0,20.0,15.0,15.0,10.0,20.0,20.0,20.0,20.0,10.0,6.0,10.0,9.0,10.0,10.0,,,,,,,22.0,25.0,2.0,2.0,1,11.0,9.0,,0.34,9.0,12.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
57,2.0,0,3,10,5,4,10,75.0,0,1,0,8.0,8.0,10.0,10.0,9.0,7.0,6.0,8.0,7.0,6.0,5.0,5.0,8.0,8.0,6.0,5.0,10.0,20.0,20.0,20.0,15.0,15.0,10.0,20.0,20.0,20.0,20.0,10.0,6.0,10.0,9.0,10.0,10.0,,,,,,,22.0,24.0,2.0,6.0,0,11.0,9.0,,0.23,9.0,12.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
58,3.0,0,3,10,9,7,1,66.0,0,1,0,4.0,9.0,9.0,8.0,8.0,5.0,5.0,8.0,8.0,,9.0,8.0,5.0,9.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,3.0,0,,,,,,,,,,,,,,,,,,,,,,,
58,3.0,0,3,10,5,7,2,67.0,1,0,0,7.0,7.0,8.0,5.0,,4.0,,,,,,,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,6.0,0,,,,,,,,,,,,,,,,,,,,,,,
58,3.0,0,3,10,10,7,3,68.0,1,0,0,6.0,7.0,9.0,8.0,7.0,5.0,6.0,7.0,5.0,6.0,5.0,6.0,5.0,8.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,
58,3.0,0,3,10,1,7,4,69.0,1,0,0,8.0,8.0,9.0,9.0,7.0,8.0,4.0,7.0,4.0,2.0,3.0,1.0,8.0,9.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,2.0,0,,,,,,,,,,,,,,,,,,,,,,,
58,3.0,0,3,10,6,7,5,70.0,0,0,0,5.0,9.0,9.0,9.0,9.0,5.0,6.0,6.0,7.0,8.0,6.0,7.0,5.0,9.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,2.0,0,,,,,,,,,,,,,,,,,,,,,,,
58,3.0,0,3,10,4,7,6,71.0,1,1,1,6.0,8.0,9.0,5.0,9.0,7.0,6.0,7.0,6.0,8.0,9.0,6.0,7.0,9.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,2.0,0,,,,,,,,,,,,,,,,,,,,,,,
58,3.0,0,3,10,3,7,7,72.0,0,1,0,5.0,9.0,9.0,6.0,5.0,4.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,8.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,2.0,0,,,,,,,,,,,,,,,,,,,,,,,
58,3.0,0,3,10,7,7,8,73.0,0,0,0,4.0,8.0,8.0,7.0,8.0,4.0,5.0,7.0,7.0,6.0,6.0,5.0,4.0,8.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,2.0,0,,,,,,,,,,,,,,,,,,,,,,,
58,3.0,0,3,10,2,7,9,74.0,1,1,1,6.0,5.0,9.0,4.0,8.0,5.0,8.0,8.0,7.0,8.0,5.0,9.0,5.0,8.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,2.0,0,,,,,,,,,,,,,,,,,,,,,,,
58,3.0,0,3,10,8,7,10,75.0,0,1,0,5.0,5.0,9.0,5.0,5.0,4.0,7.0,6.0,6.0,6.0,8.0,5.0,4.0,8.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,6.0,0,,,,,,,,,,,,,,,,,,,,,,,
59,4.0,0,3,10,10,8,1,66.0,0,0,0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,3.0,0,,,,,,,,,,,,,,,,,,,,,,,
59,4.0,0,3,10,6,8,2,67.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,6.0,0,,,,,,,,,,,,,,,,,,,,,,,
59,4.0,0,3,10,1,8,3,68.0,0,0,0,3.0,4.0,9.0,2.0,9.0,6.0,5.0,7.0,6.0,4.0,4.0,6.0,3.0,3.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,
59,4.0,0,3,10,2,8,4,69.0,0,0,0,6.0,4.0,6.0,6.0,6.0,4.0,5.0,8.0,6.0,6.0,,4.0,6.0,8.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,2.0,0,,,,,,,,,,,,,,,,,,,,,,,
59,4.0,0,3,10,7,8,5,70.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,2.0,0,,,,,,,,,,,,,,,,,,,,,,,
59,4.0,0,3,10,5,8,6,71.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,2.0,0,,,,,,,,,,,,,,,,,,,,,,,
59,4.0,0,3,10,4,8,7,72.0,0,0,0,6.0,6.0,0.0,0.0,2.0,2.0,6.0,7.0,7.0,3.0,5.0,3.0,0.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,2.0,0,,,,,,,,,,,,,,,,,,,,,,,
59,4.0,0,3,10,8,8,8,73.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,2.0,0,,,,,,,,,,,,,,,,,,,,,,,
59,4.0,0,3,10,3,8,9,74.0,0,0,0,0.0,2.0,3.0,0.0,5.0,0.0,7.0,7.0,7.0,2.0,3.0,2.0,0.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,2.0,0,,,,,,,,,,,,,,,,,,,,,,,
59,4.0,0,3,10,9,8,10,75.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,6.0,0,,,,,,,,,,,,,,,,,,,,,,,
60,5.0,0,3,10,8,6,1,66.0,1,1,1,9.0,10.0,10.0,5.0,,,5.0,8.0,7.0,8.0,8.0,6.0,8.0,5.0,6.0,6.0,5.0,20.0,25.0,15.0,15.0,20.0,60.0,10.0,10.0,10.0,5.0,5.0,7.0,9.0,9.0,9.0,9.0,,,,,,,29.0,29.0,6.0,3.0,0,3.0,6.0,,0.16,4.0,10.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0
60,5.0,0,3,10,4,6,2,67.0,0,0,0,7.0,10.0,10.0,3.0,,3.0,6.0,6.0,5.0,10.0,7.0,6.0,4.0,2.0,6.0,5.0,5.0,20.0,25.0,15.0,15.0,20.0,60.0,10.0,10.0,10.0,5.0,5.0,7.0,9.0,9.0,9.0,9.0,,,,,,,29.0,22.0,6.0,6.0,1,3.0,6.0,,0.03,4.0,10.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0
60,5.0,0,3,10,9,6,3,68.0,0,0,0,5.0,1.0,9.0,1.0,1.0,1.0,3.0,6.0,5.0,4.0,6.0,4.0,2.0,1.0,4.0,5.0,5.0,20.0,25.0,15.0,15.0,20.0,60.0,10.0,10.0,10.0,5.0,5.0,7.0,9.0,9.0,9.0,9.0,,,,,,,29.0,27.0,6.0,1.0,0,3.0,6.0,,0.28,4.0,10.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0
60,5.0,0,3,10,10,6,4,69.0,1,0,0,9.0,9.0,10.0,9.0,,4.0,4.0,7.0,7.0,4.0,4.0,,9.0,6.0,3.0,3.0,5.0,20.0,25.0,15.0,15.0,20.0,60.0,10.0,10.0,10.0,5.0,5.0,7.0,9.0,9.0,9.0,9.0,,,,,,,29.0,28.0,6.0,2.0,0,3.0,6.0,,0.12,4.0,10.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0
60,5.0,0,3,10,5,6,5,70.0,0,0,0,6.0,10.0,10.0,8.0,8.0,8.0,6.0,6.0,6.0,8.0,6.0,5.0,6.0,2.0,7.0,2.0,5.0,20.0,25.0,15.0,15.0,20.0,60.0,10.0,10.0,10.0,5.0,5.0,7.0,9.0,9.0,9.0,9.0,,,,,,,29.0,26.0,6.0,2.0,0,3.0,6.0,,0.45,4.0,10.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0
60,5.0,0,3,10,3,6,6,71.0,0,0,0,2.0,10.0,10.0,1.0,7.0,2.0,4.0,8.0,6.0,6.0,5.0,1.0,3.0,1.0,2.0,0.0,5.0,20.0,25.0,15.0,15.0,20.0,60.0,10.0,10.0,10.0,5.0,5.0,7.0,9.0,9.0,9.0,9.0,,,,,,,29.0,21.0,6.0,2.0,0,3.0,6.0,,-0.34,4.0,10.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0
60,5.0,0,3,10,2,6,7,72.0,0,0,0,10.0,4.0,8.0,1.0,1.0,3.0,5.0,8.0,7.0,6.0,5.0,5.0,3.0,1.0,5.0,6.0,5.0,20.0,25.0,15.0,15.0,20.0,60.0,10.0,10.0,10.0,5.0,5.0,7.0,9.0,9.0,9.0,9.0,,,,,,,29.0,22.0,6.0,2.0,0,3.0,6.0,,0.61,4.0,10.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0
60,5.0,0,3,10,6,6,8,73.0,1,0,0,7.0,10.0,10.0,9.0,,4.0,4.0,7.0,6.0,6.0,7.0,5.0,8.0,4.0,5.0,7.0,5.0,20.0,25.0,15.0,15.0,20.0,60.0,10.0,10.0,10.0,5.0,5.0,7.0,9.0,9.0,9.0,9.0,,,,,,,29.0,22.0,6.0,2.0,0,3.0,6.0,,-0.13,4.0,10.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0
60,5.0,0,3,10,1,6,9,74.0,1,0,0,9.0,10.0,10.0,9.0,10.0,8.0,6.0,8.0,8.0,7.0,7.0,5.0,8.0,8.0,5.0,1.0,5.0,20.0,25.0,15.0,15.0,20.0,60.0,10.0,10.0,10.0,5.0,5.0,7.0,9.0,9.0,9.0,9.0,,,,,,,29.0,25.0,6.0,2.0,0,3.0,6.0,,0.41,4.0,10.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0
60,5.0,0,3,10,7,6,10,75.0,0,1,0,2.0,10.0,10.0,5.0,,5.0,5.0,6.0,7.0,6.0,5.0,5.0,7.0,3.0,5.0,5.0,5.0,20.0,25.0,15.0,15.0,20.0,60.0,10.0,10.0,10.0,5.0,5.0,7.0,9.0,9.0,9.0,9.0,,,,,,,29.0,24.0,6.0,6.0,1,3.0,6.0,,0.29,4.0,10.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0
61,6.0,0,3,10,1,9,1,66.0,0,0,0,5.0,8.0,7.0,8.0,8.0,3.0,3.0,6.0,,5.0,6.0,5.0,5.0,4.0,4.0,6.0,15.0,15.0,20.0,15.0,15.0,20.0,40.0,12.0,12.0,12.0,12.0,12.0,7.0,10.0,10.0,7.0,7.0,,,,,,,28.0,29.0,2.0,3.0,0,7.0,2.0,"23,988.00",0.39,5.0,5.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0
61,6.0,0,3,10,7,9,2,67.0,0,0,0,6.0,8.0,7.0,8.0,7.0,3.0,0.0,6.0,5.0,4.0,3.0,2.0,5.0,4.0,1.0,5.0,15.0,15.0,20.0,15.0,15.0,20.0,40.0,12.0,12.0,12.0,12.0,12.0,7.0,10.0,10.0,7.0,7.0,,,,,,,28.0,22.0,2.0,6.0,0,7.0,2.0,"23,988.00",-0.04,5.0,5.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0
61,6.0,0,3,10,2,9,3,68.0,0,0,0,7.0,7.0,8.0,7.0,8.0,6.0,4.0,6.0,6.0,5.0,5.0,2.0,5.0,3.0,5.0,0.0,15.0,15.0,20.0,15.0,15.0,20.0,40.0,12.0,12.0,12.0,12.0,12.0,7.0,10.0,10.0,7.0,7.0,,,,,,,28.0,27.0,2.0,1.0,0,7.0,2.0,"23,988.00",0.8,5.0,5.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0
61,6.0,0,3,10,3,9,4,69.0,1,0,0,8.0,8.0,8.0,8.0,8.0,5.0,2.0,8.0,8.0,4.0,6.0,3.0,8.0,4.0,4.0,4.0,15.0,15.0,20.0,15.0,15.0,20.0,40.0,12.0,12.0,12.0,12.0,12.0,7.0,10.0,10.0,7.0,7.0,,,,,,,28.0,28.0,2.0,2.0,1,7.0,2.0,"23,988.00",-0.18,5.0,5.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0
61,6.0,0,3,10,8,9,5,70.0,0,0,0,6.0,5.0,6.0,8.0,8.0,4.0,5.0,8.0,9.0,7.0,5.0,5.0,5.0,2.0,6.0,2.0,15.0,15.0,20.0,15.0,15.0,20.0,40.0,12.0,12.0,12.0,12.0,12.0,7.0,10.0,10.0,7.0,7.0,,,,,,,28.0,26.0,2.0,2.0,1,7.0,2.0,"23,988.00",0.14,5.0,5.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0
61,6.0,0,3,10,6,9,6,71.0,1,1,1,6.0,9.0,8.0,8.0,8.0,5.0,6.0,6.0,8.0,7.0,7.0,2.0,6.0,4.0,8.0,0.0,15.0,15.0,20.0,15.0,15.0,20.0,40.0,12.0,12.0,12.0,12.0,12.0,7.0,10.0,10.0,7.0,7.0,,,,,,,28.0,21.0,2.0,2.0,1,7.0,2.0,"23,988.00",-0.47,5.0,5.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0
61,6.0,0,3,10,5,9,7,72.0,0,0,0,7.0,7.0,8.0,8.0,8.0,5.0,5.0,8.0,7.0,5.0,6.0,5.0,6.0,4.0,6.0,7.0,15.0,15.0,20.0,15.0,15.0,20.0,40.0,12.0,12.0,12.0,12.0,12.0,7.0,10.0,10.0,7.0,7.0,,,,,,,28.0,22.0,2.0,2.0,1,7.0,2.0,"23,988.00",0.41,5.0,5.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0
61,6.0,0,3,10,9,9,8,73.0,0,0,0,6.0,5.0,7.0,8.0,9.0,4.0,3.0,7.0,7.0,3.0,6.0,5.0,4.0,2.0,3.0,3.0,15.0,15.0,20.0,15.0,15.0,20.0,40.0,12.0,12.0,12.0,12.0,12.0,7.0,10.0,10.0,7.0,7.0,,,,,,,28.0,22.0,2.0,2.0,1,7.0,2.0,"23,988.00",-0.56,5.0,5.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0
61,6.0,0,3,10,4,9,9,74.0,0,0,0,5.0,8.0,8.0,8.0,7.0,4.0,5.0,9.0,10.0,7.0,8.0,7.0,7.0,5.0,7.0,6.0,15.0,15.0,20.0,15.0,15.0,20.0,40.0,12.0,12.0,12.0,12.0,12.0,7.0,10.0,10.0,7.0,7.0,,,,,,,28.0,25.0,2.0,2.0,1,7.0,2.0,"23,988.00",0.53,5.0,5.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0
61,6.0,0,3,10,10,9,10,75.0,1,1,1,6.0,8.0,8.0,8.0,8.0,5.0,6.0,7.0,8.0,6.0,5.0,7.0,7.0,4.0,6.0,6.0,15.0,15.0,20.0,15.0,15.0,20.0,40.0,12.0,12.0,12.0,12.0,12.0,7.0,10.0,10.0,7.0,7.0,,,,,,,28.0,24.0,2.0,6.0,0,7.0,2.0,"23,988.00",0.28,5.0,5.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0
62,7.0,0,3,10,5,3,1,66.0,0,1,0,6.0,7.0,7.0,7.0,8.0,6.0,9.0,8.0,8.0,8.0,7.0,5.0,6.0,7.0,8.0,5.0,30.0,10.0,20.0,20.0,10.0,10.0,60.0,5.0,5.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,,,,,,,26.0,29.0,3.0,3.0,1,1.0,1.0,"28,989.00",0.27,5.0,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0
62,7.0,0,3,10,1,3,2,67.0,1,1,1,8.0,9.0,9.0,9.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,10.0,10.0,30.0,10.0,20.0,20.0,10.0,10.0,60.0,5.0,5.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,,,,,,,26.0,22.0,3.0,6.0,0,1.0,1.0,"28,989.00",0.26,5.0,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0
62,7.0,0,3,10,6,3,3,68.0,0,1,0,6.0,7.0,7.0,5.0,6.0,6.0,8.0,7.0,6.0,5.0,5.0,4.0,6.0,5.0,7.0,3.0,30.0,10.0,20.0,20.0,10.0,10.0,60.0,5.0,5.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,,,,,,,26.0,27.0,3.0,1.0,0,1.0,1.0,"28,989.00",0.17,5.0,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0
62,7.0,0,3,10,7,3,4,69.0,1,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,6.0,7.0,,8.0,8.0,7.0,4.0,30.0,10.0,20.0,20.0,10.0,10.0,60.0,5.0,5.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,,,,,,,26.0,28.0,3.0,2.0,0,1.0,1.0,"28,989.00",0.31,5.0,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0
62,7.0,0,3,10,2,3,5,70.0,0,0,0,7.0,7.0,8.0,7.0,8.0,7.0,8.0,6.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,2.0,30.0,10.0,20.0,20.0,10.0,10.0,60.0,5.0,5.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,,,,,,,26.0,26.0,3.0,2.0,0,1.0,1.0,"28,989.00",0.37,5.0,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0
62,7.0,0,3,10,10,3,6,71.0,0,0,0,7.0,8.0,8.0,7.0,8.0,8.0,10.0,6.0,8.0,10.0,6.0,,8.0,8.0,9.0,0.0,30.0,10.0,20.0,20.0,10.0,10.0,60.0,5.0,5.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,,,,,,,26.0,21.0,3.0,2.0,0,1.0,1.0,"28,989.00",0.14,5.0,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0
62,7.0,0,3,10,9,3,7,72.0,0,1,0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,30.0,10.0,20.0,20.0,10.0,10.0,60.0,5.0,5.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,,,,,,,26.0,22.0,3.0,2.0,0,1.0,1.0,"28,989.00",0.33,5.0,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0
62,7.0,0,3,10,3,3,8,73.0,0,1,0,7.0,8.0,8.0,7.0,9.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,7.0,8.0,7.0,6.0,30.0,10.0,20.0,20.0,10.0,10.0,60.0,5.0,5.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,,,,,,,26.0,22.0,3.0,2.0,0,1.0,1.0,"28,989.00",0.14,5.0,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0
62,7.0,0,3,10,8,3,9,74.0,1,1,1,6.0,8.0,8.0,7.0,7.0,8.0,10.0,9.0,9.0,9.0,7.0,8.0,7.0,7.0,9.0,6.0,30.0,10.0,20.0,20.0,10.0,10.0,60.0,5.0,5.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,,,,,,,26.0,25.0,3.0,2.0,0,1.0,1.0,"28,989.00",0.21,5.0,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0
62,7.0,0,3,10,4,3,10,75.0,0,1,0,7.0,7.0,8.0,6.0,8.0,6.0,6.0,5.0,6.0,4.0,5.0,5.0,6.0,7.0,6.0,5.0,30.0,10.0,20.0,20.0,10.0,10.0,60.0,5.0,5.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,,,,,,,26.0,24.0,3.0,6.0,0,1.0,1.0,"28,989.00",0.26,5.0,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0
